2.0,"2019-08-01 13:40:08.000000","2019-08-01 15:31:13.000000",4.0,27.32,5.0,N,132.0,265.0,1.0,230.0,0.0,0.0,10.0,23.62,0.3,266.42,2.5
1.0,"2019-08-02 03:44:39.000000","2019-08-02 03:45:11.000000",1.0,0.1,5.0,N,265.0,265.0,1.0,250.0,0.0,0.0,10.0,6.12,0.3,266.42,0.0
2.0,"2019-08-08 19:01:14.000000","2019-08-08 20:10:27.000000",1.0,45.61,4.0,N,138.0,265.0,1.0,203.0,1.0,0.5,61.44,0.0,0.3,266.24,0.0
2.0,"2019-08-08 20:17:17.000000","2019-08-08 21:36:59.000000",1.0,55.06,5.0,N,132.0,265.0,1.0,220.0,0.0,0.5,15.8,30.0,0.3,266.6,0.0
1.0,"2019-08-12 11:24:08.000000","2019-08-12 11:25:23.000000",1.0,0.0,5.0,N,265.0,265.0,1.0,243.0,0.0,0.0,0.0,22.74,0.3,266.04,0.0
2.0,"2019-08-12 16:30:37.000000","2019-08-12 18:42:16.000000",1.0,87.77,5.0,N,219.0,265.0,2.0,250.0,0.0,0.0,0.0,16.22,0.3,266.52,0.0
2.0,"2019-08-13 22:12:11.000000","2019-08-13 22:12:14.000000",4.0,0.0,5.0,N,264.0,264.0,1.0,264.0,0.0,0.5,2.11,0.0,0.3,266.91,0.0
2.0,"2019-08-19 15:50:37.000000","2019-08-19 17:03:16.000000",2.0,33.91,5.0,N,132.0,265.0,1.0,214.0,0.0,0.0,44.42,7.78,0.3,266.5,0.0
2.0,"2019-08-23 15:47:23.000000","2019-08-23 17:24:37.000000",1.0,49.1,5.0,N,132.0,265.0,1.0,266.0,0.0,0.0,0.0,24.74,0.3,291.04,0.0
1.0,"2019-08-25 15:34:13.000000","2019-08-25 15:35:53.000000",1.0,0.0,5.0,N,265.0,265.0,1.0,266.0,0.0,0.0,20.0,0.0,0.3,286.3,0.0
2.0,"2019-08-31 04:52:44.000000","2019-08-31 05:20:29.000000",1.0,9.79,1.0,N,129.0,130.0,1.0,33.0,0.5,0.5,266.0,0.0,0.3,300.3,0.0
