Influenza_A,85020
Influenza_AH1,6
Influenza_AH1pdm09,27838
Influenza_AH3,43314
Influenza_ANotSubtyped,13870
Influenza_B,16710
Influenza_BNotLineageTyped,4016
Influenza_BVictoria,4634
Influenza_BYamagata,4168
Influenza_Tested,230977
Influenza_Total,102344
