Influenza_A,9924
Influenza_AH1pdm09,7494
Influenza_AH3,2206
Influenza_ANotSubtyped,224
Influenza_B,654
Influenza_BNotLineageTyped,70
Influenza_BVictoria,14
Influenza_BYamagata,20
Influenza_Tested,25486
Influenza_Total,10578
