Influenza_A,4414
Influenza_AH1pdm09,1684
Influenza_AH3,2638
Influenza_ANotSubtyped,92
Influenza_B,2288
Influenza_BNotLineageTyped,462
Influenza_BVictoria,558
Influenza_BYamagata,1268
Influenza_Tested,17190
Influenza_Total,6702
