Influenza_A,8566
Influenza_AH1pdm09,92
Influenza_AH3,8344
Influenza_ANotSubtyped,130
Influenza_B,1250
Influenza_BNotLineageTyped,914
Influenza_BVictoria,132
Influenza_BYamagata,204
Influenza_Tested,20180
Influenza_Total,9816
